"","panel","input_day_c","mdy","inputperweek","inputcomparison","temperature","BO","BO.latent","BPI.PercentChange","movavg_BOlatent","BPI.PercentChange.mvgavg","PopulationBOaverage","wave","overall_awareness","awareness.score","recent_awareness","awareness.recent.score","additional_indicatorsself_focus","movavg_additional_indicatorsself_focus","%change_additional_indicatorsself_focus","Peer Comparison_additional_indicatorsself_focus","Peer Deviation_additional_indicatorsself_focus","liwc__cognitive_processes","movavg_liwc__cognitive_processes","%change_liwc__cognitive_processes","Peer Comparison_liwc__cognitive_processes","Peer Deviation_liwc__cognitive_processes","personality__melancholy","movavg_personality__melancholy","%change_personality__melancholy","Peer Comparison_personality__melancholy","Peer Deviation_personality__melancholy","empathy.capacity","movavg_empathy.capacity","%change_empathy.capacity","Peer Comparison_empathy.capacity","Peer Deviation_empathy.capacity"
"14",3,2,8222023,0.335616438356164,1.11737089201878,1,5,43.008108518261,NA,43.008108518261,NA,51.105087548474,1.09258697539289,"Aware",0.678050300959283,"Blocking",-0.0430515854531536,44.8157248157249,44.8157248157249,0,1.4603144089383,1.23098641314723,26.0978464736855,26.0978464736855,0,0.65643370969727,-0.968549753682511,52.8231572616058,52.8231572616058,0,1.06467477264644,0.245778267461178,71.1941887063132,71.1941887063132,0,1.29299942228069,0.932047048327487
"15",3,9,8292023,0.335616438356164,1.11737089201878,1,4,46.2707444908052,7.58609500615194,44.6394265045331,3.79304750307597,51.105087548474,1.09258697539289,"Aware",0.678050300959283,"Blocking",-0.0430515854531536,22.3266745005876,33.5711996581562,-33.4945586457073,0.727511707351511,0.251145078990959,39.043624161074,32.5707353173798,19.8733273308703,0.982056165972241,-0.509567660967999,56.8673802302202,54.845268745913,3.68693878349877,1.14618792696845,0.400662165964233,58.2969068880363,64.7455477971748,-9.95997582619858,1.05876432187362,0.559489771166791
"16",3,16,9052023,0.335616438356164,1.11737089201878,0,2,17.055249082248,-63.1403184237998,35.4447006971047,-20.5977686709184,51.105087548474,1.09258697539289,"Aware",0.678050300959283,"Blocking",-0.0430515854531536,44.3488943488943,37.1637645550689,19.3336974330964,1.44510280051186,0.564199079253878,20.67461528032,28.6053619716932,-27.7246856698445,0.520024302338834,-0.790745879928242,42.3259912416601,50.6721762444954,-16.4709424804741,0.853099614607925,0.0810235899265352,68.3389621840744,65.943352592808,3.63282953788993,1.24114397858761,0.628690537579253
"17",3,30,9192023,0.335616438356164,1.11737089201878,1,6,51.0610451163524,199.386100256369,38.1290128964685,7.57323985411187,51.105087548474,1.09258697539289,"Aware",0.678050300959283,"Blocking",-0.0430515854531536,42.1344421344421,36.270003661308,16.168838933397,1.37294517079669,0.486317278618664,49.4056291707298,36.3746228707079,35.8244437236917,1.24268952494492,-0.239840138707503,51.353515799837,50.1822957572391,2.33393077164858,1.03505348020019,0.0435011287488701,73.063541097322,66.5664700564776,9.76027575945077,1.32694982758111,0.664689897581924
"18",3,54,10132023,0.335616438356164,1.11737089201878,1,6,63.4189095051858,24.2021375799763,43.8450679012621,14.9913532257294,51.105087548474,1.09258697539289,"Aware",0.678050300959283,"Blocking",-0.0430515854531536,51.3513513513515,45.944895944896,11.7672600955278,1.67327692690848,1.32938172377117,26.8896934730563,32.3233126413687,-16.8102175312262,0.676350872741114,-0.527112003279887,79.3232200668684,57.6675757027885,37.5525485511831,1.59879559777206,0.616837143281538,88.8444662014189,76.7489898276051,15.7597857652366,1.61355646519341,1.25296452692131
"19",3,59,10182023,0.335616438356164,1.11737089201878,1,5,43.3449841111873,-31.65290218741,52.6083129109085,19.9868432850441,51.105087548474,1.09258697539289,"Aware",0.678050300959283,"Blocking",-0.0430515854531536,49.1988994983008,47.5615643280315,3.44255954025535,1.60313957069075,1.47025725948497,20.0303643272739,32.1085623236867,-37.6167511788674,0.503819591980435,-0.542339601435976,64.3788683910095,65.0185347525716,-0.983821557954803,1.29758538907429,1.1798848309103,85.8264154822786,82.5781409270065,3.93357675385713,1.55874387575075,1.58973202449956
"20",3,65,10242023,0.335616438356164,1.11737089201878,1,5,64.9912420322529,49.9394759622918,57.2517118828753,8.82635978049775,51.105087548474,1.09258697539289,"Aware",0.678050300959283,"Blocking",-0.0430515854531536,50.4504504504504,50.3335671000342,0.232217498481421,1.64392119134867,1.7118079569438,21.8255556863823,22.9152044955708,-4.7551345631637,0.548973667228146,-1.19422575565792,51.5495578366371,65.0838820981717,-20.7952012467842,1.03900479666402,1.18489011955136,44.4937403239557,73.0548740025511,-39.0954526560377,0.808076917222885,1.03954440434199
