"","panel","input_day_c","mdy","inputperweek","inputcomparison","temperature","BO","BO.latent","BPI.PercentChange","movavg_BOlatent","BPI.PercentChange.mvgavg","PopulationBOaverage","wave","overall_awareness","awareness.score","recent_awareness","awareness.recent.score","liwc__positive_emotion_words","movavg_liwc__positive_emotion_words","%change_liwc__positive_emotion_words","Peer Comparison_liwc__positive_emotion_words","Peer Deviation_liwc__positive_emotion_words","empathy.capacity","movavg_empathy.capacity","%change_empathy.capacity","Peer Comparison_empathy.capacity","Peer Deviation_empathy.capacity","salleegratitude","movavg_salleegratitude","%change_salleegratitude","Peer Comparison_salleegratitude","Peer Deviation_salleegratitude","personality__extraversion","movavg_personality__extraversion","%change_personality__extraversion","Peer Comparison_personality__extraversion","Peer Deviation_personality__extraversion"
"40",12,2,8222023,0.0958904109589041,0.31924882629108,0,4,28.749303776453,NA,NA,NA,51.105087548474,0.0863570119202571,"Aware",1,"Aware",1,100,NA,NA,2.41918722541259,NA,71.7622020434067,NA,NA,1.3033154456817,NA,6.26423245585499,NA,NA,0.670539942479576,NA,52.4932198791747,NA,NA,1.10858736311899,NA
"41",12,88,11162023,0.0958904109589041,0.31924882629108,1,4,30.5379091171387,6.22138662763252,NA,NA,51.105087548474,0.0863570119202571,"Aware",1,"Aware",1,85.7516339869281,NA,NA,2.07449257499433,NA,92.2031335572586,NA,NA,1.67455519317454,NA,1.79050296991405,NA,NA,0.19166015420349,NA,61.130346752373,NA,NA,1.2909920570456,NA
